fecha_registro,modelo_impresora,direccion_ip,nombre_host,numero_serie,ubicacion,id_cuenta,nombre_cuenta,total_impresiones,total_copias,total_escaneos,impresion_color,impresion_bn,copia_color,copia_bn,escaneo_copia,escaneo_fax,escaneo_otros,papel_a3,papel_b4,papel_a4,papel_a5,observaciones
05/05/2025,ECOSYS PA5500x,,,11E4110995,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
